state	yr	qtr	index_nsa	index_sa	Warning
DE	2018	3	203.40	202.40	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2018	4	200.97	202.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2019	1	198.96	198.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2019	2	211.12	208.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2019	3	213.73	213.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2019	4	215.47	216.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2020	1	216.63	216.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2020	2	221.61	219.45	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2020	3	226.69	226.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2020	4	234.03	235.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2021	1	247.00	246.18	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2021	2	255.38	253.12	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2021	3	261.26	261.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2021	4	268.79	270.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2022	1	283.17	281.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2022	2	296.23	293.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2022	3	286.30	286.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2022	4	302.76	304.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2023	1	298.01	296.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2023	2	304.43	302.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2023	3	309.90	310.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2023	4	317.95	319.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2024	1	333.53	331.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2024	2	333.48	331.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2024	3	332.71	332.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2024	4	332.55	333.81	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2025	1	336.59	334.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
FL	1991	1	100.00	100.00	
FL	1991	2	100.17	100.12	
FL	1991	3	99.95	99.60	
FL	1991	4	100.67	100.32	
FL	1992	1	100.94	100.93	
FL	1992	2	100.79	100.76	
FL	1992	3	102.01	101.62	
FL	1992	4	102.36	102.03	
FL	1993	1	102.26	102.24	
FL	1993	2	103.52	103.50	
FL	1993	3	104.29	103.85	
FL	1993	4	105.10	104.82	
FL	1994	1	105.60	105.57	
FL	1994	2	106.17	106.13	
FL	1994	3	107.56	107.07	
FL	1994	4	107.95	107.74	
FL	1995	1	108.39	108.32	
FL	1995	2	108.79	108.72	
FL	1995	3	110.20	109.69	
FL	1995	4	110.19	110.07	
FL	1996	1	110.71	110.59	
FL	1996	2	111.50	111.37	
FL	1996	3	112.45	111.95	
FL	1996	4	112.26	112.20	
FL	1997	1	113.31	113.14	
FL	1997	2	113.82	113.63	
FL	1997	3	114.47	114.01	
FL	1997	4	115.51	115.49	
FL	1998	1	117.14	116.95	
FL	1998	2	118.31	118.05	
FL	1998	3	119.80	119.38	
FL	1998	4	120.72	120.68	
FL	1999	1	122.49	122.31	
FL	1999	2	124.56	124.24	
FL	1999	3	126.21	125.81	
FL	1999	4	128.00	127.92	
FL	2000	1	130.50	130.37	
FL	2000	2	133.09	132.72	
FL	2000	3	135.92	135.49	
FL	2000	4	138.86	138.71	
FL	2001	1	142.18	142.15	
FL	2001	2	146.33	145.90	
FL	2001	3	150.52	149.99	
FL	2001	4	154.31	154.10	
FL	2002	1	157.79	157.87	
FL	2002	2	163.14	162.66	
FL	2002	3	167.80	167.10	
FL	2002	4	172.50	172.27	
FL	2003	1	177.69	177.89	
FL	2003	2	183.42	182.88	
FL	2003	3	189.56	188.64	
FL	2003	4	196.26	196.06	
FL	2004	1	203.65	203.96	
FL	2004	2	214.74	214.06	
FL	2004	3	226.65	225.44	
FL	2004	4	237.56	237.42	
FL	2005	1	252.21	252.65	
FL	2005	2	270.20	269.28	
FL	2005	3	288.27	286.65	
FL	2005	4	298.65	298.60	
FL	2006	1	305.70	306.29	
FL	2006	2	310.00	308.82	
FL	2006	3	310.17	308.38	
FL	2006	4	307.59	307.61	
FL	2007	1	304.87	305.57	
FL	2007	2	301.87	300.59	
FL	2007	3	287.95	286.24	
FL	2007	4	274.84	274.87	
FL	2008	1	254.60	255.36	
FL	2008	2	235.35	234.27	
FL	2008	3	217.84	216.43	
FL	2008	4	202.30	202.35	
FL	2009	1	191.66	192.39	
FL	2009	2	188.75	187.84	
FL	2009	3	186.12	184.73	
FL	2009	4	183.93	184.04	
FL	2010	1	181.50	182.38	
FL	2010	2	179.98	179.06	
FL	2010	3	176.37	174.87	
FL	2010	4	171.62	171.79	
FL	2011	1	164.13	165.06	
FL	2011	2	166.41	165.51	
FL	2011	3	169.00	167.47	
FL	2011	4	168.49	168.70	
FL	2012	1	170.91	171.94	
FL	2012	2	177.02	176.02	
FL	2012	3	181.27	179.60	
FL	2012	4	182.94	183.19	
FL	2013	1	187.98	189.08	
FL	2013	2	196.31	195.19	
FL	2013	3	202.32	200.52	
FL	2013	4	205.07	205.36	
FL	2014	1	206.31	207.43	
FL	2014	2	212.03	210.80	
FL	2014	3	216.00	214.23	
FL	2014	4	219.37	219.66	
FL	2015	1	224.27	225.34	
FL	2015	2	231.11	229.77	
FL	2015	3	236.73	234.96	
FL	2015	4	240.24	240.60	
FL	2016	1	244.76	245.69	
FL	2016	2	252.86	251.44	
FL	2016	3	260.00	258.19	
FL	2016	4	262.67	263.15	
FL	2017	1	267.47	268.19	
FL	2017	2	275.50	274.01	
FL	2017	3	280.46	278.64	
FL	2017	4	283.65	284.26	
FL	2018	1	289.50	290.06	
FL	2018	2	297.38	295.79	
FL	2018	3	302.39	300.48	
FL	2018	4	303.33	304.06	
FL	2019	1	308.64	309.21	
FL	2019	2	313.71	311.93	
FL	2019	3	318.27	316.17	
FL	2019	4	321.93	322.91	
FL	2020	1	330.38	331.11	
FL	2020	2	336.76	334.69	
FL	2020	3	346.73	344.18	
FL	2020	4	360.09	361.45	
FL	2021	1	375.26	376.34	
FL	2021	2	402.19	399.47	
FL	2021	3	431.20	427.71	
FL	2021	4	452.84	454.80	
FL	2022	1	482.88	484.67	
FL	2022	2	516.04	512.27	
FL	2022	3	522.22	517.67	
FL	2022	4	514.33	516.75	
FL	2023	1	520.39	522.66	
FL	2023	2	535.10	530.91	
FL	2023	3	548.19	543.30	
FL	2023	4	548.90	551.57	
FL	2024	1	552.12	554.63	
FL	2024	2	561.41	556.95	
FL	2024	3	556.52	551.60	
FL	2024	4	560.33	562.97	
FL	2025	1	552.44	554.93	
GA	1991	1	100.00	100.00	
GA	1991	2	100.21	99.70	
GA	1991	3	100.04	99.74	
GA	1991	4	101.10	100.63	
GA	1992	1	101.74	101.76	
GA	1992	2	101.25	100.74	
GA	1992	3	103.11	102.78	
GA	1992	4	103.16	102.70	
GA	1993	1	103.33	103.35	
GA	1993	2	104.75	104.23	
GA	1993	3	105.14	104.74	
GA	1993	4	106.14	105.70	
GA	1994	1	106.44	106.46	
GA	1994	2	108.21	107.68	
GA	1994	3	109.34	108.85	
GA	1994	4	110.07	109.68	
GA	1995	1	110.60	110.62	
GA	1995	2	112.35	111.82	
GA	1995	3	113.82	113.26	
GA	1995	4	114.96	114.62	
GA	1996	1	116.09	116.06	
GA	1996	2	117.59	117.06	
GA	1996	3	118.74	118.11	
GA	1996	4	118.99	118.69	
GA	1997	1	120.49	120.42	
GA	1997	2	121.94	121.42	
GA	1997	3	123.50	122.82	
GA	1997	4	124.74	124.45	
GA	1998	1	126.45	126.35	
GA	1998	2	128.87	128.33	
GA	1998	3	130.94	130.22	
GA	1998	4	132.75	132.44	
GA	1999	1	135.06	134.95	
GA	1999	2	137.62	137.06	
GA	1999	3	140.55	139.78	
GA	1999	4	142.19	141.84	
GA	2000	1	144.11	143.99	
GA	2000	2	147.43	146.86	
GA	2000	3	149.33	148.50	
GA	2000	4	151.26	150.86	
GA	2001	1	152.93	152.83	
GA	2001	2	155.48	154.89	
GA	2001	3	157.41	156.51	
GA	2001	4	158.62	158.17	
GA	2002	1	160.49	160.46	
GA	2002	2	161.75	161.12	
GA	2002	3	163.95	162.97	
GA	2002	4	165.71	165.23	
GA	2003	1	166.97	167.06	
GA	2003	2	168.45	167.72	
GA	2003	3	170.40	169.34	
GA	2003	4	170.57	170.05	
GA	2004	1	171.54	171.83	
GA	2004	2	174.71	173.79	
GA	2004	3	177.17	175.99	
GA	2004	4	178.77	178.25	
GA	2005	1	180.09	180.68	
GA	2005	2	184.58	183.38	
GA	2005	3	187.86	186.42	
GA	2005	4	190.55	190.19	
GA	2006	1	191.72	192.59	
GA	2006	2	195.55	194.15	
GA	2006	3	196.96	195.01	
GA	2006	4	198.40	198.36	
GA	2007	1	197.95	199.17	
GA	2007	2	202.02	200.40	
GA	2007	3	200.13	197.61	
GA	2007	4	195.53	195.95	
GA	2008	1	190.60	191.95	
GA	2008	2	189.51	187.94	
GA	2008	3	185.26	182.43	
GA	2008	4	172.95	173.61	
GA	2009	1	173.68	175.19	
GA	2009	2	172.50	170.92	
GA	2009	3	175.32	172.31	
GA	2009	4	167.13	168.01	
GA	2010	1	161.86	163.41	
GA	2010	2	166.83	165.21	
GA	2010	3	159.66	156.79	
GA	2010	4	151.32	152.16	
GA	2011	1	149.10	150.72	
GA	2011	2	147.74	146.04	
GA	2011	3	148.48	145.97	
GA	2011	4	146.55	147.34	
GA	2012	1	144.65	146.24	
GA	2012	2	152.40	150.45	
GA	2012	3	156.23	153.89	
GA	2012	4	156.43	157.13	
GA	2013	1	159.40	161.21	
GA	2013	2	167.91	165.48	
GA	2013	3	170.74	168.55	
GA	2013	4	170.57	171.30	
GA	2014	1	175.08	176.92	
GA	2014	2	179.20	176.47	
GA	2014	3	180.23	178.19	
GA	2014	4	182.29	183.08	
GA	2015	1	184.11	185.87	
GA	2015	2	191.59	188.56	
GA	2015	3	193.67	191.74	
GA	2015	4	192.91	193.82	
GA	2016	1	194.78	196.34	
GA	2016	2	203.86	200.69	
GA	2016	3	205.92	204.05	
GA	2016	4	206.38	207.35	
GA	2017	1	209.03	210.42	
GA	2017	2	217.64	214.42	
GA	2017	3	219.13	217.33	
GA	2017	4	220.30	221.25	
GA	2018	1	225.73	226.89	
GA	2018	2	234.04	230.85	
GA	2018	3	237.23	235.42	
GA	2018	4	236.69	237.63	
GA	2019	1	239.68	240.52	
GA	2019	2	247.95	244.91	
GA	2019	3	249.72	247.94	
GA	2019	4	252.30	253.14	
GA	2020	1	258.80	259.50	
GA	2020	2	264.50	261.49	
GA	2020	3	272.32	270.45	
GA	2020	4	281.92	282.73	
GA	2021	1	294.07	294.80	
GA	2021	2	309.80	306.39	
GA	2021	3	326.84	324.62	
GA	2021	4	340.45	341.29	
GA	2022	1	357.78	358.82	
GA	2022	2	379.40	375.19	
GA	2022	3	378.62	375.96	
GA	2022	4	378.48	379.42	
GA	2023	1	381.45	382.75	
GA	2023	2	396.22	391.64	
GA	2023	3	402.92	400.02	
GA	2023	4	405.18	406.19	
GA	2024	1	410.18	411.86	
GA	2024	2	420.67	415.59	
GA	2024	3	422.62	419.54	
GA	2024	4	423.90	424.99	
GA	2025	1	427.35	429.25	
HI	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1991	2	97.95	98.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1991	3	101.13	100.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1991	4	100.09	100.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	1	103.01	103.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	2	98.37	98.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	3	102.84	102.81	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	4	102.75	102.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	1	101.72	101.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	2	103.30	103.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	3	100.01	100.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	4	101.84	101.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	1	99.36	99.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	2	101.63	101.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	3	100.90	100.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	4	98.72	98.75	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	1	99.16	99.40	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	2	97.14	96.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	3	94.38	94.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	4	95.08	95.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	1	91.29	91.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	2	94.30	93.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	3	89.59	89.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	4	88.85	88.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	1	85.96	86.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	2	83.93	83.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	3	84.27	84.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	4	83.55	83.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	1	83.26	83.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	2	86.37	85.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	3	84.60	84.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	4	83.72	83.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	1	84.16	84.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	2	82.56	82.27	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	3	83.20	83.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	4	86.22	86.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	1	90.35	90.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	2	90.24	90.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	3	90.05	90.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	4	92.98	93.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	1	95.74	96.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	2	98.63	98.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	3	99.81	99.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	4	101.49	101.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	1	103.32	103.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	2	107.89	107.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	3	112.29	111.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	4	114.00	114.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	1	117.83	117.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	2	121.01	120.91	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	3	130.19	129.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	4	137.99	138.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	1	142.06	141.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	2	152.82	152.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	3	166.67	166.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	4	169.21	170.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	1	179.76	179.63	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	2	194.90	195.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	3	204.54	203.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	4	205.07	206.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	1	215.64	215.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	2	212.79	213.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	3	213.12	211.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	4	213.19	214.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	1	219.05	218.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	2	216.02	216.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	3	214.73	213.40	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	4	207.26	209.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	1	208.48	208.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	2	206.23	206.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	3	197.68	196.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	4	200.52	202.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	1	191.73	191.27	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	2	180.93	180.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	3	184.18	183.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	4	177.99	179.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	1	179.10	178.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	2	177.89	177.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	3	172.73	172.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	4	175.81	177.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	1	159.46	158.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	2	169.78	169.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	3	174.12	173.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	4	163.95	165.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	1	170.28	169.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	2	176.83	177.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	3	176.89	176.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	4	181.78	183.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	1	187.57	187.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	2	191.74	192.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	3	195.60	194.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	4	195.96	197.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2014	1	204.50	204.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2014	2	197.91	198.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2014	3	207.71	206.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2014	4	208.15	209.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2015	1	214.35	214.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2015	2	212.85	213.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2015	3	216.84	215.85	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2015	4	219.91	221.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2016	1	222.30	221.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2016	2	217.70	218.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2016	3	221.22	220.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2016	4	229.43	230.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2017	1	224.30	224.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2017	2	235.85	236.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2017	3	248.94	248.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2017	4	246.02	246.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2018	1	241.74	241.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2018	2	246.84	247.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2018	3	251.60	250.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2018	4	253.23	253.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2019	1	255.89	256.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2019	2	254.30	255.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2019	3	258.65	257.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2019	4	262.40	262.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2020	1	269.12	269.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2020	2	272.59	273.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2020	3	273.06	271.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2020	4	280.12	280.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2021	1	287.70	288.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2021	2	308.92	309.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2021	3	331.17	329.81	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2021	4	340.44	341.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2022	1	349.38	349.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2022	2	360.68	360.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2022	3	370.76	369.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2022	4	385.41	386.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2023	1	363.53	363.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2023	2	385.95	385.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2023	3	374.80	373.63	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2023	4	382.71	384.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2024	1	404.48	404.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2024	2	398.41	398.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2024	3	414.16	412.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2024	4	392.24	394.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2025	1	395.91	395.81	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
IA	1991	1	100.00	100.00	
IA	1991	2	101.41	100.70	
IA	1991	3	102.60	101.47	
IA	1991	4	103.18	102.74	
IA	1992	1	103.78	103.78	
IA	1992	2	106.81	106.08	
IA	1992	3	108.47	107.24	
IA	1992	4	108.89	108.44	
IA	1993	1	110.98	110.97	
IA	1993	2	113.05	112.30	
IA	1993	3	115.94	114.59	
IA	1993	4	118.26	117.81	
IA	1994	1	118.86	118.82	
IA	1994	2	120.71	119.93	
IA	1994	3	122.99	121.54	
IA	1994	4	122.92	122.49	
IA	1995	1	123.64	123.58	
IA	1995	2	126.13	125.29	
IA	1995	3	128.75	127.25	
IA	1995	4	128.98	128.56	
IA	1996	1	130.26	130.19	
IA	1996	2	132.10	131.14	
IA	1996	3	133.83	132.34	
IA	1996	4	133.57	133.14	
IA	1997	1	134.17	134.12	
IA	1997	2	136.34	135.24	
IA	1997	3	137.53	136.07	
IA	1997	4	138.04	137.61	
IA	1998	1	139.57	139.53	
IA	1998	2	142.42	141.17	
IA	1998	3	144.07	142.64	
IA	1998	4	146.46	145.99	
IA	1999	1	146.53	146.49	
IA	1999	2	150.32	148.96	
IA	1999	3	151.64	150.17	
IA	1999	4	152.50	151.98	
IA	2000	1	153.52	153.52	
IA	2000	2	156.34	154.90	
IA	2000	3	158.20	156.67	
IA	2000	4	157.67	157.10	
IA	2001	1	159.34	159.39	
IA	2001	2	162.04	160.57	
IA	2001	3	163.27	161.66	
IA	2001	4	163.99	163.38	
IA	2002	1	164.01	164.11	
IA	2002	2	167.36	165.83	
IA	2002	3	169.54	167.86	
IA	2002	4	170.43	169.77	
IA	2003	1	171.16	171.33	
IA	2003	2	174.04	172.40	
IA	2003	3	175.96	174.18	
IA	2003	4	176.08	175.40	
IA	2004	1	177.32	177.57	
IA	2004	2	181.61	179.87	
IA	2004	3	183.31	181.36	
IA	2004	4	184.96	184.32	
IA	2005	1	184.03	184.36	
IA	2005	2	190.32	188.48	
IA	2005	3	190.51	188.32	
IA	2005	4	191.09	190.50	
IA	2006	1	192.21	192.68	
IA	2006	2	196.12	194.25	
IA	2006	3	197.26	194.73	
IA	2006	4	195.71	195.17	
IA	2007	1	196.28	197.00	
IA	2007	2	199.63	197.69	
IA	2007	3	201.55	198.72	
IA	2007	4	197.95	197.42	
IA	2008	1	196.65	197.68	
IA	2008	2	198.07	196.08	
IA	2008	3	198.06	195.00	
IA	2008	4	195.90	195.46	
IA	2009	1	192.38	193.63	
IA	2009	2	195.20	193.14	
IA	2009	3	197.85	194.66	
IA	2009	4	194.84	194.41	
IA	2010	1	192.38	193.84	
IA	2010	2	197.34	195.14	
IA	2010	3	192.65	189.47	
IA	2010	4	193.55	193.15	
IA	2011	1	186.69	188.20	
IA	2011	2	192.35	190.11	
IA	2011	3	194.19	191.00	
IA	2011	4	192.21	191.83	
IA	2012	1	192.83	194.41	
IA	2012	2	196.13	193.81	
IA	2012	3	198.69	195.46	
IA	2012	4	197.45	197.10	
IA	2013	1	196.83	198.34	
IA	2013	2	203.41	201.04	
IA	2013	3	205.30	201.99	
IA	2013	4	204.27	203.92	
IA	2014	1	203.20	204.69	
IA	2014	2	207.69	205.31	
IA	2014	3	210.53	207.14	
IA	2014	4	209.01	208.66	
IA	2015	1	209.17	210.68	
IA	2015	2	214.96	212.48	
IA	2015	3	217.42	213.90	
IA	2015	4	218.14	217.85	
IA	2016	1	217.10	218.66	
IA	2016	2	223.61	220.94	
IA	2016	3	227.54	223.87	
IA	2016	4	225.31	225.11	
IA	2017	1	226.41	227.99	
IA	2017	2	232.50	229.69	
IA	2017	3	235.70	231.92	
IA	2017	4	234.65	234.52	
IA	2018	1	235.44	237.05	
IA	2018	2	244.07	241.02	
IA	2018	3	246.33	242.44	
IA	2018	4	244.63	244.54	
IA	2019	1	245.02	246.72	
IA	2019	2	250.06	246.79	
